# h  k  l  lp
   3    4   -3  0.012651
   3    4   -2  0.012480
   3    4   -1  0.012368
   3    4    0  0.012316
   3    4    1  0.012325
   3    4    2  0.012395
   3    4    3  0.012525
   3    4    4  0.012713
   3    4    5  0.012956
   3    4    6  0.013252
   3    4    7  0.013597
   3    4    8  0.013987
   3    3  -24  0.024087
   3    3  -23  0.023333
   3    3  -22  0.022588
   3    3  -21  0.021852
   3    3  -20  0.021126
   3    3  -19  0.020411
   3    3  -18  0.019708
   3    3  -17  0.019019
   3    3  -16  0.018344
   3    3  -15  0.017687
   3    3  -14  0.017048
   3    3  -13  0.016431
   3    3  -12  0.015837
   3    3  -11  0.015269
   3    3  -10  0.014730
   3    3   -9  0.014224
   3    3   -8  0.013754
   3    3   -7  0.013323
   3    3   -6  0.012937
   3    3   -5  0.012599
   3    3   -4  0.012313
   3    3   -3  0.012082
   3    3   -2  0.011910
   3    3   -1  0.011800
   3    3    0  0.011752
   3    3    1  0.011769
   3    3    2  0.011850
   3    3    3  0.011992
   3    3    4  0.012195
   3    3    5  0.012455
   3    3    6  0.012769
   3    3    7  0.013133
   3    3    8  0.013543
   3    2  -25  0.024501
   3    2  -24  0.023733
   3    2  -23  0.022972
   3    2  -22  0.022218
   3    2  -21  0.021473
   3    2  -20  0.020738
   3    2  -19  0.020013
   3    2  -18  0.019300
   3    2  -17  0.018600
   3    2  -16  0.017915
   3    2  -15  0.017246
   3    2  -14  0.016595
   3    2  -13  0.015965
   3    2  -12  0.015358
   3    2  -11  0.014778
   3    2  -10  0.014226
   3    2   -9  0.013707
   3    2   -8  0.013225
   3    2   -7  0.012784
   3    2   -6  0.012387
   3    2   -5  0.012041
   3    2   -4  0.011748
   3    2   -3  0.011513
   3    2   -2  0.011340
   3    2   -1  0.011231
   3    2    0  0.011189
   3    2    1  0.011214
   3    2    2  0.011306
   3    2    3  0.011463
   3    2    4  0.011682
   3    2    5  0.011960
   3    2    6  0.012294
   3    2    7  0.012678
   3    1  -24  0.023388
   3    1  -23  0.022618
   3    1  -22  0.021857
   3    1  -21  0.021103
   3    1  -20  0.020358
   3    1  -19  0.019623
   3    1  -18  0.018900
   3    1  -17  0.018189
   3    1  -16  0.017493
   3    1  -15  0.016812
   3    1  -14  0.016149
   3    1  -13  0.015506
   3    1  -12  0.014886
   3    1  -11  0.014292
   3    1  -10  0.013727
   3    1   -9  0.013195
   3    1   -8  0.012700
   3    1   -7  0.012247
   3    1   -6  0.011840
   3    1   -5  0.011484
   3    1   -4  0.011184
   3    1   -3  0.010944
   3    1   -2  0.010770
   3    1   -1  0.010663
   3    1    0  0.010627
   3    1    1  0.010661
   3    1    2  0.010765
   3    1    3  0.010937
   3    1    4  0.011174
   3    1    5  0.011472
   3    1    6  0.011826
   3    1    7  0.012232
   3    0  -23  0.022274
   3    0  -22  0.021504
   3    0  -21  0.020741
   3    0  -20  0.019987
   3    0  -19  0.019243
   3    0  -18  0.018509
   3    0  -17  0.017787
   3    0  -16  0.017079
   3    0  -15  0.016386
   3    0  -14  0.015711
   3    0  -13  0.015055
   3    0  -12  0.014422
   3    0  -11  0.013814
   3    0  -10  0.013235
   3    0   -9  0.012688
   3    0   -8  0.012180
   3    0   -7  0.011713
   3    0   -6  0.011294
   3    0   -5  0.010928
   3    0   -4  0.010620
   3    0   -3  0.010376
   3    0   -2  0.010200
   3    0   -1  0.010095
   3    0    0  0.010065
   3    0    1  0.010109
   3    0    2  0.010227
   3    0    3  0.010416
   3    0    4  0.010673
   3    0    5  0.010992
   3    0    6  0.011369
   3   -1  -21  0.020389
   3   -1  -20  0.019626
   3   -1  -19  0.018872
   3   -1  -18  0.018128
   3   -1  -17  0.017395
   3   -1  -16  0.016675
   3   -1  -15  0.015970
   3   -1  -14  0.015281
   3   -1  -13  0.014612
   3   -1  -12  0.013965
   3   -1  -11  0.013342
   3   -1  -10  0.012748
   3   -1   -9  0.012187
   3   -1   -8  0.011663
   3   -1   -7  0.011183
   3   -1   -6  0.010751
   3   -1   -5  0.010373
   3   -1   -4  0.010057
   3   -1   -3  0.009807
   3   -1   -2  0.009630
   3   -1   -1  0.009528
   3   -1    0  0.009504
   3   -1    1  0.009560
   3   -1    2  0.009693
   3   -1    3  0.009901
   3   -1    4  0.010179
   3   -1    5  0.010521
   3   -1    6  0.010921
   3   -2  -20  0.019275
   3   -2  -19  0.018511
   3   -2  -18  0.017756
   3   -2  -17  0.017012
   3   -2  -16  0.016281
   3   -2  -15  0.015563
   3   -2  -14  0.014861
   3   -2  -13  0.014178
   3   -2  -12  0.013516
   3   -2  -11  0.012878
   3   -2  -10  0.012269
   3   -2   -9  0.011692
   3   -2   -8  0.011152
   3   -2   -7  0.010657
   3   -2   -6  0.010211
   3   -2   -5  0.009821
   3   -2   -4  0.009495
   3   -2   -3  0.009239
   3   -2   -2  0.009059
   3   -2   -1  0.008960
   3   -2    0  0.008945
   3   -2    1  0.009013
   3   -2    2  0.009164
   3   -2    3  0.009392
   3   -2    4  0.009693
   3   -2    5  0.010060
   3   -3  -19  0.018160
   3   -3  -18  0.017395
   3   -3  -17  0.016640
   3   -3  -16  0.015897
   3   -3  -15  0.015167
   3   -3  -14  0.014452
   3   -3  -13  0.013754
   3   -3  -12  0.013077
   3   -3  -11  0.012423
   3   -3  -10  0.011797
   3   -3   -9  0.011203
   3   -3   -8  0.010647
   3   -3   -7  0.010135
   3   -3   -6  0.009674
   3   -3   -5  0.009270
   3   -3   -4  0.008934
   3   -3   -3  0.008671
   3   -3   -2  0.008489
   3   -3   -1  0.008393
   3   -3    0  0.008387
   3   -3    1  0.008469
   3   -3    2  0.008639
   3   -3    3  0.008890
   3   -3    4  0.009216
   3   -3    5  0.009610
   3   -4  -18  0.017046
   3   -4  -17  0.016280
   3   -4  -16  0.015525
   3   -4  -15  0.014782
   3   -4  -14  0.014053
   3   -4  -13  0.013341
   3   -4  -12  0.012648
   3   -4  -11  0.011978
   3   -4  -10  0.011335
   3   -4   -9  0.010723
   3   -4   -8  0.010149
   3   -4   -7  0.009619
   3   -4   -6  0.009141
   3   -4   -5  0.008722
   3   -4   -4  0.008374
   3   -4   -3  0.008103
   3   -4   -2  0.007919
   3   -4   -1  0.007827
   3   -4    0  0.007830
   3   -4    1  0.007929
   3   -4    2  0.008120
   3   -4    3  0.008397
   3   -4    4  0.008751
   3   -5  -17  0.015932
   3   -5  -16  0.015164
   3   -5  -15  0.014409
   3   -5  -14  0.013666
   3   -5  -13  0.012939
   3   -5  -12  0.012231
   3   -5  -11  0.011544
   3   -5  -10  0.010882
   3   -5   -9  0.010252
   3   -5   -8  0.009659
   3   -5   -7  0.009109
   3   -5   -6  0.008612
   3   -5   -5  0.008177
   3   -5   -4  0.007815
   3   -5   -3  0.007535
   3   -5   -2  0.007348
   3   -5   -1  0.007260
   3   -5    0  0.007275
   3   -5    1  0.007393
   3   -5    2  0.007609
   3   -5    3  0.007914
   3   -5    4  0.008299
   3   -6  -16  0.014817
   3   -6  -15  0.014049
   3   -6  -14  0.013292
   3   -6  -13  0.012551
   3   -6  -12  0.011826
   3   -6  -11  0.011121
   3   -6  -10  0.010441
   3   -6   -9  0.009791
   3   -6   -8  0.009177
   3   -6   -7  0.008607
   3   -6   -6  0.008089
   3   -6   -5  0.007635
   3   -6   -4  0.007257
   3   -6   -3  0.006967
   3   -6   -2  0.006777
   3   -6   -1  0.006694
   3   -6    0  0.006723
   3   -6    1  0.006863
   3   -6    2  0.007106
   3   -6    3  0.007443
   3   -7  -15  0.013703
   3   -7  -14  0.012933
   3   -7  -13  0.012176
   3   -7  -12  0.011435
   3   -7  -11  0.010712
   3   -7  -10  0.010013
   3   -7   -9  0.009342
   3   -7   -8  0.008706
   3   -7   -7  0.008113
   3   -7   -6  0.007573
   3   -7   -5  0.007098
   3   -7   -4  0.006702
   3   -7   -3  0.006400
   3   -7   -2  0.006205
   3   -7   -1  0.006128
   3   -7    0  0.006174
   3   -7    1  0.006338
   3   -7    2  0.006614
   3   -7    3  0.006987
   3   -8   -9  0.008907
   3   -8   -8  0.008247
   3   -8   -7  0.007629
   3   -8   -6  0.007064
   3   -8   -5  0.006565
   3   -8   -4  0.006148
   3   -8   -3  0.005832
   3   -8   -2  0.005632
   3   -8   -1  0.005563
   3   -8   -1  0.005563
   3   -8   -1  0.005563
   3   -8    0  0.005627
   3   -8    1  0.005822
   3   -8    2  0.006134
   4    7  -11  0.020081
   4    7  -10  0.019658
   4    7   -9  0.019266
   4    7   -8  0.018905
   4    7   -7  0.018578
   4    7   -6  0.018286
   4    7   -5  0.018031
   4    7   -4  0.017815
   4    7   -3  0.017639
   4    7   -2  0.017504
   4    7   -1  0.017411
   4    7    0  0.017361
   4    7    1  0.017354
   4    7    2  0.017391
   4    7    3  0.017471
   4    7    4  0.017593
   4    7    5  0.017757
   4    7    6  0.017961
   4    7    7  0.018205
   4    7    8  0.018486
   4    7    9  0.018802
   4    7   10  0.019153
   4    7   11  0.019536
   4    6  -15  0.021532
   4    6  -14  0.021000
   4    6  -13  0.020491
   4    6  -12  0.020006
   4    6  -11  0.019548
   4    6  -10  0.019118
   4    6   -9  0.018719
   4    6   -8  0.018352
   4    6   -7  0.018020
   4    6   -6  0.017723
   4    6   -5  0.017465
   4    6   -4  0.017246
   4    6   -3  0.017069
   4    6   -2  0.016934
   4    6   -1  0.016844
   4    6    0  0.016797
   4    6    1  0.016795
   4    6    2  0.016838
   4    6    3  0.016925
   4    6    4  0.017056
   4    6    5  0.017230
   4    6    6  0.017446
   4    6    7  0.017701
   4    6    8  0.017994
   4    6    9  0.018324
   4    6   10  0.018688
   4    6   11  0.019085
   4    5  -18  0.022780
   4    5  -17  0.022180
   4    5  -16  0.021598
   4    5  -15  0.021036
   4    5  -14  0.020495
   4    5  -13  0.019977
   4    5  -12  0.019484
   4    5  -11  0.019018
   4    5  -10  0.018580
   4    5   -9  0.018174
   4    5   -8  0.017800
   4    5   -7  0.017462
   4    5   -6  0.017161
   4    5   -5  0.016899
   4    5   -4  0.016678
   4    5   -3  0.016499
   4    5   -2  0.016365
   4    5   -1  0.016276
   4    5    0  0.016233
   4    5    1  0.016236
   4    5    2  0.016286
   4    5    3  0.016381
   4    5    4  0.016522
   4    5    5  0.016706
   4    5    6  0.016933
   4    5    7  0.017201
   4    5    8  0.017507
   4    5    9  0.017851
   4    5   10  0.018229
   4    5   11  0.018640
   4    4  -20  0.023582
   4    4  -19  0.022941
   4    4  -18  0.022315
   4    4  -17  0.021706
   4    4  -16  0.021115
   4    4  -15  0.020544
   4    4  -14  0.019993
   4    4  -13  0.019466
   4    4  -12  0.018964
   4    4  -11  0.018490
   4    4  -10  0.018044
   4    4   -9  0.017630
   4    4   -8  0.017249
   4    4   -7  0.016905
   4    4   -6  0.016598
   4    4   -5  0.016332
   4    4   -4  0.016109
   4    4   -3  0.015930
   4    4   -2  0.015796
   4    4   -1  0.015709
   4    4    0  0.015670
   4    4    1  0.015678
   4    4    2  0.015735
   4    4    3  0.015839
   4    4    4  0.015989
   4    4    5  0.016185
   4    4    6  0.016424
   4    4    7  0.016705
   4    4    8  0.017025
   4    4    9  0.017383
   4    4   10  0.017776
   4    3  -22  0.024480
   4    3  -21  0.023803
   4    3  -20  0.023140
   4    3  -19  0.022490
   4    3  -18  0.021855
   4    3  -17  0.021236
   4    3  -16  0.020636
   4    3  -15  0.020055
   4    3  -14  0.019495
   4    3  -13  0.018959
   4    3  -12  0.018448
   4    3  -11  0.017964
   4    3  -10  0.017510
   4    3   -9  0.017087
   4    3   -8  0.016699
   4    3   -7  0.016348
   4    3   -6  0.016037
   4    3   -5  0.015767
   4    3   -4  0.015540
   4    3   -3  0.015360
   4    3   -2  0.015226
   4    3   -1  0.015142
   4    3    0  0.015107
   4    3    1  0.015121
   4    3    2  0.015185
   4    3    3  0.015298
   4    3    4  0.015459
   4    3    5  0.015667
   4    3    6  0.015919
   4    3    7  0.016214
   4    3    8  0.016549
   4    3    9  0.016922
   4    3   10  0.017330
   4    2  -23  0.024757
   4    2  -22  0.024061
   4    2  -21  0.023376
   4    2  -20  0.022703
   4    2  -19  0.022044
   4    2  -18  0.021400
   4    2  -17  0.020772
   4    2  -16  0.020162
   4    2  -15  0.019571
   4    2  -14  0.019001
   4    2  -13  0.018455
   4    2  -12  0.017934
   4    2  -11  0.017441
   4    2  -10  0.016977
   4    2   -9  0.016547
   4    2   -8  0.016151
   4    2   -7  0.015793
   4    2   -6  0.015475
   4    2   -5  0.015201
   4    2   -4  0.014971
   4    2   -3  0.014790
   4    2   -2  0.014657
   4    2   -1  0.014575
   4    2    0  0.014544
   4    2    1  0.014565
   4    2    2  0.014637
   4    2    3  0.014760
   4    2    4  0.014932
   4    2    5  0.015153
   4    2    6  0.015419
   4    2    7  0.015728
   4    2    8  0.016078
   4    2    9  0.016467
   4    1  -23  0.024353
   4    1  -22  0.023648
   4    1  -21  0.022954
   4    1  -20  0.022272
   4    1  -19  0.021604
   4    1  -18  0.020950
   4    1  -17  0.020313
   4    1  -16  0.019692
   4    1  -15  0.019091
   4    1  -14  0.018512
   4    1  -13  0.017955
   4    1  -12  0.017424
   4    1  -11  0.016921
   4    1  -10  0.016448
   4    1   -9  0.016008
   4    1   -8  0.015604
   4    1   -7  0.015239
   4    1   -6  0.014915
   4    1   -5  0.014635
   4    1   -4  0.014403
   4    1   -3  0.014220
   4    1   -2  0.014087
   4    1   -1  0.014008
   4    1    0  0.013982
   4    1    1  0.014009
   4    1    2  0.014090
   4    1    3  0.014224
   4    1    4  0.014409
   4    1    5  0.014643
   4    1    6  0.014923
   4    1    7  0.015248
   4    1    8  0.015615
   4    1    9  0.016020
   4    0  -24  0.024678
   4    0  -23  0.023955
   4    0  -22  0.023241
   4    0  -21  0.022539
   4    0  -20  0.021848
   4    0  -19  0.021170
   4    0  -18  0.020507
   4    0  -17  0.019859
   4    0  -16  0.019228
   4    0  -15  0.018617
   4    0  -14  0.018027
   4    0  -13  0.017459
   4    0  -12  0.016918
   4    0  -11  0.016404
   4    0  -10  0.015921
   4    0   -9  0.015471
   4    0   -8  0.015058
   4    0   -7  0.014685
   4    0   -6  0.014355
   4    0   -5  0.014070
   4    0   -4  0.013834
   4    0   -3  0.013649
   4    0   -2  0.013518
   4    0   -1  0.013441
   4    0    0  0.013420
   4    0    1  0.013455
   4    0    2  0.013546
   4    0    3  0.013691
   4    0    4  0.013888
   4    0    5  0.014137
   4    0    6  0.014433
   4    0    7  0.014775
   4    0    8  0.015158
   4   -1  -23  0.023564
   4   -1  -22  0.022842
   4   -1  -21  0.022130
   4   -1  -20  0.021430
   4   -1  -19  0.020743
   4   -1  -18  0.020069
   4   -1  -17  0.019411
   4   -1  -16  0.018770
   4   -1  -15  0.018148
   4   -1  -14  0.017547
   4   -1  -13  0.016968
   4   -1  -12  0.016415
   4   -1  -11  0.015891
   4   -1  -10  0.015397
   4   -1   -9  0.014937
   4   -1   -8  0.014515
   4   -1   -7  0.014133
   4   -1   -6  0.013796
   4   -1   -5  0.013505
   4   -1   -4  0.013266
   4   -1   -3  0.013079
   4   -1   -2  0.012948
   4   -1   -1  0.012875
   4   -1    0  0.012859
   4   -1    1  0.012902
   4   -1    2  0.013003
   4   -1    3  0.013160
   4   -1    4  0.013372
   4   -1    5  0.013636
   4   -1    6  0.013949
   4   -1    7  0.014308
   4   -1    8  0.014709
   4   -2  -23  0.023180
   4   -2  -22  0.022450
   4   -2  -21  0.021729
   4   -2  -20  0.021020
   4   -2  -19  0.020322
   4   -2  -18  0.019639
   4   -2  -17  0.018970
   4   -2  -16  0.018318
   4   -2  -15  0.017685
   4   -2  -14  0.017072
   4   -2  -13  0.016482
   4   -2  -12  0.015918
   4   -2  -11  0.015381
   4   -2  -10  0.014876
   4   -2   -9  0.014406
   4   -2   -8  0.013973
   4   -2   -7  0.013583
   4   -2   -6  0.013237
   4   -2   -5  0.012941
   4   -2   -4  0.012697
   4   -2   -3  0.012509
   4   -2   -2  0.012379
   4   -2   -1  0.012309
   4   -2    0  0.012299
   4   -2    1  0.012351
   4   -2    2  0.012463
   4   -2    3  0.012634
   4   -2    4  0.012861
   4   -2    5  0.013141
   4   -2    6  0.013472
   4   -2    7  0.013849
   4   -3  -22  0.022065
   4   -3  -21  0.021335
   4   -3  -20  0.020617
   4   -3  -19  0.019909
   4   -3  -18  0.019215
   4   -3  -17  0.018536
   4   -3  -16  0.017873
   4   -3  -15  0.017228
   4   -3  -14  0.016603
   4   -3  -13  0.016001
   4   -3  -12  0.015425
   4   -3  -11  0.014876
   4   -3  -10  0.014359
   4   -3   -9  0.013877
   4   -3   -8  0.013434
   4   -3   -7  0.013034
   4   -3   -6  0.012680
   4   -3   -5  0.012377
   4   -3   -4  0.012129
   4   -3   -3  0.011939
   4   -3   -2  0.011809
   4   -3   -1  0.011743
   4   -3    0  0.011740
   4   -3    1  0.011801
   4   -3    2  0.011925
   4   -3    3  0.012111
   4   -3    4  0.012354
   4   -3    5  0.012652
   4   -3    6  0.013002
   4   -3    7  0.013399
   4   -4  -20  0.020221
   4   -4  -19  0.019504
   4   -4  -18  0.018800
   4   -4  -17  0.018109
   4   -4  -16  0.017435
   4   -4  -15  0.016778
   4   -4  -14  0.016141
   4   -4  -13  0.015527
   4   -4  -12  0.014937
   4   -4  -11  0.014376
   4   -4  -10  0.013847
   4   -4   -9  0.013352
   4   -4   -8  0.012898
   4   -4   -7  0.012487
   4   -4   -6  0.012124
   4   -4   -5  0.011814
   4   -4   -4  0.011561
   4   -4   -3  0.011368
   4   -4   -2  0.011240
   4   -4   -1  0.011177
   4   -4    0  0.011182
   4   -4    1  0.011254
   4   -4    2  0.011391
   4   -4    3  0.011592
   4   -4    4  0.011853
   4   -4    5  0.012171
   4   -4    6  0.012540
   4   -5  -18  0.018392
   4   -5  -17  0.017691
   4   -5  -16  0.017005
   4   -5  -15  0.016336
   4   -5  -14  0.015686
   4   -5  -13  0.015059
   4   -5  -12  0.014456
   4   -5  -11  0.013881
   4   -5  -10  0.013338
   4   -5   -9  0.012831
   4   -5   -8  0.012364
   4   -5   -7  0.011942
   4   -5   -6  0.011569
   4   -5   -5  0.011251
   4   -5   -4  0.010993
   4   -5   -3  0.010798
   4   -5   -2  0.010670
   4   -5   -1  0.010612
   4   -5    0  0.010625
   4   -5    1  0.010708
   4   -5    2  0.010860
   4   -5    3  0.011078
   4   -5    4  0.011359
   4   -5    5  0.011697
   4   -5    6  0.012088
   4   -6  -15  0.015901
   4   -6  -14  0.015238
   4   -6  -13  0.014597
   4   -6  -12  0.013981
   4   -6  -11  0.013392
   4   -6  -10  0.012835
   4   -6   -9  0.012314
   4   -6   -8  0.011833
   4   -6   -7  0.011399
   4   -6   -6  0.011015
   4   -6   -5  0.010689
   4   -6   -4  0.010424
   4   -6   -3  0.010227
   4   -6   -2  0.010100
   4   -6   -1  0.010047
   4   -6    0  0.010069
   4   -6    1  0.010165
   4   -6    2  0.010333
   4   -6    3  0.010570
   4   -6    4  0.010871
   4   -6    5  0.011231
   4   -7  -11  0.012909
   4   -7  -10  0.012337
   4   -7   -9  0.011801
   4   -7   -8  0.011306
   4   -7   -7  0.010858
   4   -7   -6  0.010463
   4   -7   -5  0.010127
   4   -7   -4  0.009856
   4   -7   -3  0.009656
   4   -7   -2  0.009530
   4   -7   -1  0.009483
   4   -7    0  0.009515
   4   -7    1  0.009625
   4   -7    2  0.009811
   4   -7    3  0.010068
   4   -7    4  0.010392
   4   -7    5  0.010776
   5    6  -10  0.022112
   5    6   -9  0.021768
   5    6   -8  0.021455
   5    6   -7  0.021172
   5    6   -6  0.020921
   5    6   -5  0.020704
   5    6   -4  0.020521
   5    6   -3  0.020374
   5    6   -2  0.020262
   5    6   -1  0.020188
   5    6    0  0.020150
   5    6    1  0.020150
   5    6    2  0.020186
   5    6    3  0.020261
   5    6    4  0.020371
   5    6    5  0.020518
   5    6    6  0.020700
   5    6    7  0.020917
   5    6    8  0.021167
   5    6    9  0.021449
   5    6   10  0.021762
   5    5  -14  0.023227
   5    5  -13  0.022772
   5    5  -12  0.022342
   5    5  -11  0.021938
   5    5  -10  0.021561
   5    5   -9  0.021213
   5    5   -8  0.020895
   5    5   -7  0.020608
   5    5   -6  0.020355
   5    5   -5  0.020136
   5    5   -4  0.019952
   5    5   -3  0.019804
   5    5   -2  0.019694
   5    5   -1  0.019621
   5    5    0  0.019587
   5    5    1  0.019590
   5    5    2  0.019633
   5    5    3  0.019713
   5    5    4  0.019831
   5    5    5  0.019986
   5    5    6  0.020177
   5    5    7  0.020404
   5    5    8  0.020664
   5    5    9  0.020957
   5    5   10  0.021281
   5    5   11  0.021635
   5    5   12  0.022018
   5    5   13  0.022428
   5    4  -17  0.024222
   5    4  -16  0.023695
   5    4  -15  0.023188
   5    4  -14  0.022703
   5    4  -13  0.022241
   5    4  -12  0.021804
   5    4  -11  0.021394
   5    4  -10  0.021011
   5    4   -9  0.020658
   5    4   -8  0.020335
   5    4   -7  0.020045
   5    4   -6  0.019788
   5    4   -5  0.019567
   5    4   -4  0.019382
   5    4   -3  0.019234
   5    4   -2  0.019125
   5    4   -1  0.019055
   5    4    0  0.019023
   5    4    1  0.019032
   5    4    2  0.019080
   5    4    3  0.019167
   5    4    4  0.019293
   5    4    5  0.019456
   5    4    6  0.019657
   5    4    7  0.019893
   5    4    8  0.020164
   5    4    9  0.020468
   5    4   10  0.020804
   5    4   11  0.021170
   5    4   12  0.021565
   5    4   13  0.021987
   5    3  -18  0.024277
   5    3  -17  0.023723
   5    3  -16  0.023188
   5    3  -15  0.022673
   5    3  -14  0.022181
   5    3  -13  0.021712
   5    3  -12  0.021268
   5    3  -11  0.020851
   5    3  -10  0.020462
   5    3   -9  0.020103
   5    3   -8  0.019776
   5    3   -7  0.019482
   5    3   -6  0.019222
   5    3   -5  0.018998
   5    3   -4  0.018812
   5    3   -3  0.018665
   5    3   -2  0.018556
   5    3   -1  0.018488
   5    3    0  0.018461
   5    3    1  0.018474
   5    3    2  0.018528
   5    3    3  0.018622
   5    3    4  0.018756
   5    3    5  0.018928
   5    3    6  0.019139
   5    3    7  0.019386
   5    3    8  0.019668
   5    3    9  0.019984
   5    3   10  0.020332
   5    3   11  0.020710
   5    3   12  0.021118
   5    2  -20  0.024966
   5    2  -19  0.024369
   5    2  -18  0.023789
   5    2  -17  0.023227
   5    2  -16  0.022684
   5    2  -15  0.022162
   5    2  -14  0.021661
   5    2  -13  0.021185
   5    2  -12  0.020734
   5    2  -11  0.020310
   5    2  -10  0.019914
   5    2   -9  0.019550
   5    2   -8  0.019217
   5    2   -7  0.018919
   5    2   -6  0.018656
   5    2   -5  0.018430
   5    2   -4  0.018242
   5    2   -3  0.018095
   5    2   -2  0.017988
   5    2   -1  0.017922
   5    2    0  0.017898
   5    2    1  0.017917
   5    2    2  0.017977
   5    2    3  0.018078
   5    2    4  0.018221
   5    2    5  0.018403
   5    2    6  0.018624
   5    2    7  0.018882
   5    2    8  0.019176
   5    2    9  0.019504
   5    2   10  0.019865
   5    2   11  0.020256
   5    2   12  0.020676
   5    1  -20  0.024498
   5    1  -19  0.023893
   5    1  -18  0.023305
   5    1  -17  0.022734
   5    1  -16  0.022183
   5    1  -15  0.021653
   5    1  -14  0.021144
   5    1  -13  0.020660
   5    1  -12  0.020201
   5    1  -11  0.019770
   5    1  -10  0.019368
   5    1   -9  0.018997
   5    1   -8  0.018659
   5    1   -7  0.018356
   5    1   -6  0.018089
   5    1   -5  0.017861
   5    1   -4  0.017672
   5    1   -3  0.017525
   5    1   -2  0.017419
   5    1   -1  0.017356
   5    1    0  0.017336
   5    1    1  0.017360
   5    1    2  0.017427
   5    1    3  0.017536
   5    1    4  0.017688
   5    1    5  0.017880
   5    1    6  0.018112
   5    1    7  0.018382
   5    1    8  0.018688
   5    1    9  0.019029
   5    1   10  0.019403
   5    1   11  0.019808
   5    0  -21  0.024663
   5    0  -20  0.024035
   5    0  -19  0.023421
   5    0  -18  0.022825
   5    0  -17  0.022246
   5    0  -16  0.021686
   5    0  -15  0.021147
   5    0  -14  0.020630
   5    0  -13  0.020137
   5    0  -12  0.019671
   5    0  -11  0.019232
   5    0  -10  0.018823
   5    0   -9  0.018445
   5    0   -8  0.018102
   5    0   -7  0.017794
   5    0   -6  0.017524
   5    0   -5  0.017293
   5    0   -4  0.017102
   5    0   -3  0.016955
   5    0   -2  0.016850
   5    0   -1  0.016790
   5    0    0  0.016775
   5    0    1  0.016804
   5    0    2  0.016878
   5    0    3  0.016996
   5    0    4  0.017157
   5    0    5  0.017360
   5    0    6  0.017604
   5    0    7  0.017886
   5    0    8  0.018205
   5    0    9  0.018560
   5    0   10  0.018947
   5    0   11  0.019366
   5   -1  -20  0.023576
   5   -1  -19  0.022954
   5   -1  -18  0.022348
   5   -1  -17  0.021761
   5   -1  -16  0.021192
   5   -1  -15  0.020644
   5   -1  -14  0.020118
   5   -1  -13  0.019617
   5   -1  -12  0.019142
   5   -1  -11  0.018695
   5   -1  -10  0.018279
   5   -1   -9  0.017895
   5   -1   -8  0.017545
   5   -1   -7  0.017232
   5   -1   -6  0.016958
   5   -1   -5  0.016724
   5   -1   -4  0.016532
   5   -1   -3  0.016385
   5   -1   -2  0.016282
   5   -1   -1  0.016225
   5   -1    0  0.016214
   5   -1    1  0.016249
   5   -1    2  0.016331
   5   -1    3  0.016458
   5   -1    4  0.016629
   5   -1    5  0.016844
   5   -1    6  0.017099
   5   -1    7  0.017395
   5   -1    8  0.017727
   5   -1    9  0.018096
   5   -1   10  0.018497
   5   -2  -20  0.023122
   5   -2  -19  0.022491
   5   -2  -18  0.021877
   5   -2  -17  0.021280
   5   -2  -16  0.020702
   5   -2  -15  0.020145
   5   -2  -14  0.019610
   5   -2  -13  0.019100
   5   -2  -12  0.018616
   5   -2  -11  0.018161
   5   -2  -10  0.017737
   5   -2   -9  0.017345
   5   -2   -8  0.016989
   5   -2   -7  0.016671
   5   -2   -6  0.016392
   5   -2   -5  0.016156
   5   -2   -4  0.015962
   5   -2   -3  0.015815
   5   -2   -2  0.015713
   5   -2   -1  0.015659
   5   -2    0  0.015654
   5   -2    1  0.015696
   5   -2    2  0.015785
   5   -2    3  0.015922
   5   -2    4  0.016104
   5   -2    5  0.016331
   5   -2    6  0.016599
   5   -2    7  0.016908
   5   -2    8  0.017255
   5   -2    9  0.017638
   5   -2   10  0.018055
   5   -3  -18  0.021410
   5   -3  -17  0.020803
   5   -3  -16  0.020216
   5   -3  -15  0.019649
   5   -3  -14  0.019105
   5   -3  -13  0.018586
   5   -3  -12  0.018093
   5   -3  -11  0.017629
   5   -3  -10  0.017196
   5   -3   -9  0.016797
   5   -3   -8  0.016435
   5   -3   -7  0.016110
   5   -3   -6  0.015827
   5   -3   -5  0.015587
   5   -3   -4  0.015392
   5   -3   -3  0.015244
   5   -3   -2  0.015145
   5   -3   -1  0.015094
   5   -3    0  0.015094
   5   -3    1  0.015143
   5   -3    2  0.015242
   5   -3    3  0.015388
   5   -3    4  0.015582
   5   -3    5  0.015821
   5   -3    6  0.016104
   5   -3    7  0.016427
   5   -3    8  0.016789
   5   -3    9  0.017187
   5   -4  -17  0.020332
   5   -4  -16  0.019734
   5   -4  -15  0.019158
   5   -4  -14  0.018604
   5   -4  -13  0.018075
   5   -4  -12  0.017572
   5   -4  -11  0.017099
   5   -4  -10  0.016658
   5   -4   -9  0.016251
   5   -4   -8  0.015881
   5   -4   -7  0.015550
   5   -4   -6  0.015262
   5   -4   -5  0.015019
   5   -4   -4  0.014822
   5   -4   -3  0.014674
   5   -4   -2  0.014576
   5   -4   -1  0.014530
   5   -4    0  0.014535
   5   -4    1  0.014592
   5   -4    2  0.014700
   5   -4    3  0.014857
   5   -4    4  0.015064
   5   -4    5  0.015316
   5   -4    6  0.015613
