# h  k  l  lp
  -4    2   -2  0.014888
  -4    1   16  0.030196
  -4    1   15  0.028481
  -4    1   14  0.026794
  -4    1   13  0.025139
  -4    1   12  0.023523
  -4    1   11  0.021956
  -4    1   10  0.020448
  -4    1    9  0.019013
  -4    1    8  0.017670
  -4    1    7  0.016441
  -4    1    6  0.015352
  -4    1    5  0.014437
  -4    1    4  0.013730
  -4    1    3  0.013265
  -4    1    2  0.013066
  -4    1    1  0.013146
  -4    1    0  0.013501
  -4    1   -1  0.014109
  -4    1   -2  0.014940
  -4    1   -3  0.015958
  -4    0   16  0.031359
  -4    0   15  0.029649
  -4    0   14  0.027965
  -4    0   13  0.026312
  -4    0   12  0.024698
  -4    0   11  0.023129
  -4    0   10  0.021617
  -4    0    9  0.020173
  -4    0    8  0.018813
  -4    0    7  0.017557
  -4    0    6  0.016429
  -4    0    5  0.015457
  -4    0    4  0.014672
  -4    0    3  0.014105
  -4    0    2  0.013783
  -4    0    1  0.013724
  -4    0    0  0.013930
  -4    0   -1  0.014391
  -4    0   -2  0.015083
  -4    0   -3  0.015976
  -4    0   -4  0.017039
  -4   -1   16  0.032523
  -4   -1   15  0.030816
  -4   -1   14  0.029136
  -4   -1   13  0.027486
  -4   -1   12  0.025872
  -4   -1   11  0.024303
  -4   -1   10  0.022786
  -4   -1    9  0.021333
  -4   -1    8  0.019959
  -4   -1    7  0.018680
  -4   -1    6  0.017518
  -4   -1    5  0.016497
  -4   -1    4  0.015645
  -4   -1    3  0.014990
  -4   -1    2  0.014560
  -4   -1    1  0.014374
  -4   -1    0  0.014443
  -4   -1   -1  0.014762
  -4   -1   -2  0.015316
  -4   -1   -3  0.016080
  -4   -1   -4  0.017027
  -4   -1   -5  0.018127
  -4   -2   16  0.033687
  -4   -2   15  0.031985
  -4   -2   14  0.030307
  -4   -2   13  0.028659
  -4   -2   12  0.027047
  -4   -2   11  0.025476
  -4   -2   10  0.023956
  -4   -2    9  0.022495
  -4   -2    8  0.021108
  -4   -2    7  0.019809
  -4   -2    6  0.018617
  -4   -2    5  0.017554
  -4   -2    4  0.016643
  -4   -2    3  0.015913
  -4   -2    2  0.015387
  -4   -2    1  0.015088
  -4   -2    0  0.015030
  -4   -2   -1  0.015214
  -4   -2   -2  0.015633
  -4   -2   -3  0.016268
  -4   -2   -4  0.017096
  -4   -2   -5  0.018089
  -4   -2   -6  0.019222
  -4   -3   15  0.033153
  -4   -3   14  0.031478
  -4   -3   13  0.029833
  -4   -3   12  0.028221
  -4   -3   11  0.026649
  -4   -3   10  0.025126
  -4   -3    9  0.023659
  -4   -3    8  0.022260
  -4   -3    7  0.020943
  -4   -3    6  0.019725
  -4   -3    5  0.018624
  -4   -3    4  0.017663
  -4   -3    3  0.016866
  -4   -3    2  0.016257
  -4   -3    1  0.015857
  -4   -3    0  0.015683
  -4   -3   -1  0.015741
  -4   -3   -2  0.016030
  -4   -3   -3  0.016538
  -4   -3   -4  0.017244
  -4   -3   -5  0.018127
  -4   -3   -6  0.019161
  -4   -4   15  0.034322
  -4   -4   14  0.032650
  -4   -4   13  0.031006
  -4   -4   12  0.029395
  -4   -4   11  0.027823
  -4   -4   10  0.026296
  -4   -4    9  0.024823
  -4   -4    8  0.023414
  -4   -4    7  0.022081
  -4   -4    6  0.020840
  -4   -4    5  0.019707
  -4   -4    4  0.018702
  -4   -4    3  0.017846
  -4   -4    2  0.017163
  -4   -4    1  0.016673
  -4   -4    0  0.016394
  -4   -4   -1  0.016336
  -4   -4   -2  0.016502
  -4   -4   -3  0.016885
  -4   -4   -4  0.017471
  -4   -4   -5  0.018240
  -4   -4   -6  0.019171
  -4   -4   -7  0.020240
  -4   -5   15  0.035491
  -4   -5   14  0.033821
  -4   -5   13  0.032179
  -4   -5   12  0.030569
  -4   -5   11  0.028996
  -4   -5   10  0.027466
  -4   -5    9  0.025988
  -4   -5    8  0.024570
  -4   -5    7  0.023223
  -4   -5    6  0.021961
  -4   -5    5  0.020799
  -4   -5    4  0.019755
  -4   -5    3  0.018849
  -4   -5    2  0.018100
  -4   -5    1  0.017530
  -4   -5    0  0.017156
  -4   -5   -1  0.016991
  -4   -5   -2  0.017041
  -4   -5   -3  0.017305
  -4   -5   -4  0.017772
  -4   -5   -5  0.018428
  -4   -5   -6  0.019252
  -4   -5   -7  0.020225
  -4   -5   -8  0.021327
  -4   -6   14  0.034993
  -4   -6   13  0.033353
  -4   -6   12  0.031743
  -4   -6   11  0.030169
  -4   -6   10  0.028637
  -4   -6    9  0.027153
  -4   -6    8  0.025727
  -4   -6    7  0.024368
  -4   -6    6  0.023087
  -4   -6    5  0.021900
  -4   -6    4  0.020821
  -4   -6    3  0.019869
  -4   -6    2  0.019063
  -4   -6    1  0.018421
  -4   -6    0  0.017962
  -4   -6   -1  0.017699
  -4   -6   -2  0.017642
  -4   -6   -3  0.017792
  -4   -6   -4  0.018144
  -4   -6   -5  0.018687
  -4   -6   -6  0.019405
  -4   -6   -7  0.020279
  -4   -6   -8  0.021289
  -4   -6   -9  0.022419
  -4   -7   13  0.034526
  -4   -7   12  0.032917
  -4   -7   11  0.031342
  -4   -7   10  0.029808
  -4   -7    9  0.028320
  -4   -7    8  0.026886
  -4   -7    7  0.025515
  -4   -7    6  0.024218
  -4   -7    5  0.023008
  -4   -7    4  0.021899
  -4   -7    3  0.020906
  -4   -7    2  0.020049
  -4   -7    1  0.019343
  -4   -7    0  0.018807
  -4   -7   -1  0.018455
  -4   -7   -2  0.018298
  -4   -7   -3  0.018341
  -4   -7   -4  0.018583
  -4   -7   -5  0.019015
  -4   -7   -6  0.019626
  -4   -7   -7  0.020399
  -4   -7   -8  0.021317
  -4   -7   -9  0.022361
  -4   -7  -10  0.023515
  -4   -8   12  0.034091
  -4   -8   11  0.032516
  -4   -8   10  0.030979
  -4   -8    9  0.029486
  -4   -8    8  0.028045
  -4   -8    7  0.026664
  -4   -8    6  0.025353
  -4   -8    5  0.024122
  -4   -8    4  0.022985
  -4   -8    3  0.021957
  -4   -8    2  0.021053
  -4   -8    1  0.020291
  -4   -8    0  0.019686
  -4   -8   -1  0.019253
  -4   -8   -2  0.019005
  -4   -8   -3  0.018948
  -4   -8   -4  0.019084
  -4   -8   -5  0.019409
  -4   -8   -6  0.019914
  -4   -8   -7  0.020586
  -4   -8   -8  0.021408
  -4   -8   -9  0.022365
  -4   -8  -10  0.023439
  -4   -9   11  0.033689
  -4   -9   10  0.032150
  -4   -9    9  0.030654
  -4   -9    8  0.029206
  -4   -9    7  0.027816
  -4   -9    6  0.026490
  -4   -9    5  0.025241
  -4   -9    4  0.024080
  -4   -9    3  0.023019
  -4   -9    2  0.022075
  -4   -9    1  0.021261
  -4   -9    0  0.020594
  -4   -9   -1  0.020088
  -4   -9   -2  0.019756
  -4   -9   -3  0.019606
  -4   -9   -4  0.019642
  -4   -9   -5  0.019865
  -4   -9   -6  0.020266
  -4   -9   -7  0.020837
  -4   -9   -8  0.021563
  -4   -9   -9  0.022430
  -4   -9  -10  0.023422
  -4  -10   10  0.033321
  -4  -10    9  0.031821
  -4  -10    8  0.030368
  -4  -10    7  0.028969
  -4  -10    6  0.027631
  -4  -10    5  0.026365
  -4  -10    4  0.025181
  -4  -10    3  0.024092
  -4  -10    2  0.023110
  -4  -10    1  0.022251
  -4  -10    0  0.021527
  -4  -10   -1  0.020955
  -4  -10   -2  0.020546
  -4  -10   -3  0.020310
  -4  -10   -4  0.020253
  -4  -10   -5  0.020377
  -4  -10   -6  0.020679
  -4  -10   -7  0.021150
  -4  -10   -8  0.021781
  -4  -10   -9  0.022556
  -4  -11    8  0.031530
  -4  -11    7  0.030123
  -4  -11    6  0.028774
  -4  -11    5  0.027493
  -4  -11    4  0.026289
  -4  -11    3  0.025174
  -4  -11    2  0.024158
  -4  -11    1  0.023257
  -4  -11    0  0.022483
  -4  -11   -1  0.021850
  -4  -11   -2  0.021371
  -4  -11   -3  0.021056
  -4  -11   -4  0.020912
  -4  -11   -5  0.020943
  -4  -11   -6  0.021148
  -4  -11   -7  0.021523
  -4  -12    5  0.028625
  -4  -12    4  0.027402
  -4  -12    3  0.026263
  -4  -12    2  0.025217
  -4  -12    1  0.024279
  -4  -12    0  0.023459
  -4  -12   -1  0.022771
  -4  -12   -2  0.022228
  -4  -12   -3  0.021839
  -4  -12   -4  0.021614
  -5   11    6  0.010177
  -5   11    5  0.010773
  -5   11    4  0.011657
  -5   11    3  0.012769
  -5   10    8  0.010869
  -5   10    7  0.010593
  -5   10    6  0.010660
  -5   10    5  0.011062
  -5   10    4  0.011767
  -5   10    3  0.012723
  -5   10    2  0.013880
  -5    9   10  0.013406
  -5    9    9  0.012466
  -5    9    8  0.011764
  -5    9    7  0.011346
  -5    9    6  0.011243
  -5    9    5  0.011464
  -5    9    4  0.011990
  -5    9    3  0.012785
  -5    9    2  0.013801
  -5    8   11  0.015673
  -5    8   10  0.014499
  -5    8    9  0.013496
  -5    8    8  0.012705
  -5    8    7  0.012166
  -5    8    6  0.011914
  -5    8    5  0.011967
  -5    8    4  0.012321
  -5    8    3  0.012952
  -5    8    2  0.013822
  -5    8    1  0.014888
  -5    7   12  0.018141
  -5    7   11  0.016811
  -5    7   10  0.015603
  -5    7    9  0.014548
  -5    7    8  0.013681
  -5    7    7  0.013039
  -5    7    6  0.012657
  -5    7    5  0.012559
  -5    7    4  0.012751
  -5    7    3  0.013221
  -5    7    2  0.013941
  -5    7    1  0.014874
  -5    7    0  0.015983
  -5    6   13  0.020739
  -5    6   12  0.019301
  -5    6   11  0.017953
  -5    6   10  0.016716
  -5    6    9  0.015616
  -5    6    8  0.014685
  -5    6    7  0.013956
  -5    6    6  0.013462
  -5    6    5  0.013229
  -5    6    4  0.013271
  -5    6    3  0.013586
  -5    6    2  0.014156
  -5    6    1  0.014951
  -5    6    0  0.015938
  -5    6   -1  0.017084
  -5    5   14  0.023424
  -5    5   13  0.021910
  -5    5   12  0.020463
  -5    5   11  0.019099
  -5    5   10  0.017837
  -5    5    9  0.016699
  -5    5    8  0.015713
  -5    5    7  0.014908
  -5    5    6  0.014317
  -5    5    5  0.013965
  -5    5    4  0.013871
  -5    5    3  0.014040
  -5    5    2  0.014463
  -5    5    1  0.015119
  -5    5    0  0.015979
  -5    5   -1  0.017013
  -5    4   14  0.024599
  -5    4   13  0.023081
  -5    4   12  0.021626
  -5    4   11  0.020248
  -5    4   10  0.018963
  -5    4    9  0.017792
  -5    4    8  0.016759
  -5    4    7  0.015890
  -5    4    6  0.015214
  -5    4    5  0.014757
  -5    4    4  0.014540
  -5    4    3  0.014574
  -5    4    2  0.014857
  -5    4    1  0.015375
  -5    4    0  0.016106
  -5    4   -1  0.017022
  -5    4   -2  0.018096
  -5    3   15  0.027345
  -5    3   14  0.025774
  -5    3   13  0.024252
  -5    3   12  0.022790
  -5    3   11  0.021399
  -5    3   10  0.020095
  -5    3    9  0.018895
  -5    3    8  0.017821
  -5    3    7  0.016896
  -5    3    6  0.016147
  -5    3    5  0.015598
  -5    3    4  0.015271
  -5    3    3  0.015180
  -5    3    2  0.015331
  -5    3    1  0.015715
  -5    3    0  0.016317
  -5    3   -1  0.017113
  -5    3   -2  0.018078
  -5    3   -3  0.019186
  -5    2   15  0.028520
  -5    2   14  0.026948
  -5    2   13  0.025423
  -5    2   12  0.023955
  -5    2   11  0.022553
  -5    2   10  0.021232
  -5    2    9  0.020006
  -5    2    8  0.018896
  -5    2    7  0.017923
  -5    2    6  0.017109
  -5    2    5  0.016479
  -5    2    4  0.016054
  -5    2    3  0.015850
  -5    2    2  0.015877
  -5    2    1  0.016133
  -5    2    0  0.016607
  -5    2   -1  0.017282
  -5    2   -2  0.018135
  -5    2   -3  0.019143
  -5    2   -4  0.020282
  -5    1   15  0.029695
  -5    1   14  0.028122
  -5    1   13  0.026595
  -5    1   12  0.025120
  -5    1   11  0.023708
  -5    1   10  0.022372
  -5    1    9  0.021124
  -5    1    8  0.019983
  -5    1    7  0.018966
  -5    1    6  0.018096
  -5    1    5  0.017394
  -5    1    4  0.016882
  -5    1    3  0.016576
  -5    1    2  0.016489
  -5    1    1  0.016623
  -5    1    0  0.016974
  -5    1   -1  0.017529
  -5    1   -2  0.018269
  -5    1   -3  0.019172
  -5    1   -4  0.020217
  -5    0   15  0.030870
  -5    0   14  0.029297
  -5    0   13  0.027766
  -5    0   12  0.026286
  -5    0   11  0.024865
  -5    0   10  0.023515
  -5    0    9  0.022247
  -5    0    8  0.021078
  -5    0    7  0.020024
  -5    0    6  0.019104
  -5    0    5  0.018339
  -5    0    4  0.017749
  -5    0    3  0.017351
  -5    0    2  0.017159
  -5    0    1  0.017180
  -5    0    0  0.017413
  -5    0   -1  0.017849
  -5    0   -2  0.018476
  -5    0   -3  0.019272
  -5    0   -4  0.020220
  -5    0   -5  0.021298
  -5   -1   15  0.032045
  -5   -1   14  0.030470
  -5   -1   13  0.028937
  -5   -1   12  0.027452
  -5   -1   11  0.026024
  -5   -1   10  0.024661
  -5   -1    9  0.023376
  -5   -1    8  0.022181
  -5   -1    7  0.021094
  -5   -1    6  0.020130
  -5   -1    5  0.019309
  -5   -1    4  0.018649
  -5   -1    3  0.018169
  -5   -1    2  0.017881
  -5   -1    1  0.017796
  -5   -1    0  0.017917
  -5   -1   -1  0.018240
  -5   -1   -2  0.018754
  -5   -1   -3  0.019443
  -5   -1   -4  0.020291
  -5   -1   -5  0.021278
  -5   -1   -6  0.022386
  -5   -2   15  0.033219
  -5   -2   14  0.031644
  -5   -2   13  0.030109
  -5   -2   12  0.028619
  -5   -2   11  0.027183
  -5   -2   10  0.025809
  -5   -2    9  0.024508
  -5   -2    8  0.023292
  -5   -2    7  0.022174
  -5   -2    6  0.021172
  -5   -2    5  0.020301
  -5   -2    4  0.019579
  -5   -2    3  0.019024
  -5   -2    2  0.018649
  -5   -2    1  0.018467
  -5   -2    0  0.018483
  -5   -2   -1  0.018696
  -5   -2   -2  0.019100
  -5   -2   -3  0.019683
  -5   -2   -4  0.020430
  -5   -2   -5  0.021323
  -5   -2   -6  0.022345
  -5   -2   -7  0.023479
  -5   -3   15  0.034393
  -5   -3   14  0.032818
  -5   -3   13  0.031281
  -5   -3   12  0.029787
  -5   -3   11  0.028344
  -5   -3   10  0.026960
  -5   -3    9  0.025644
  -5   -3    8  0.024408
  -5   -3    7  0.023264
  -5   -3    6  0.022226
  -5   -3    5  0.021311
  -5   -3    4  0.020534
  -5   -3    3  0.019911
  -5   -3    2  0.019458
  -5   -3    1  0.019186
  -5   -3    0  0.019104
  -5   -3   -1  0.019213
  -5   -3   -2  0.019511
  -5   -3   -3  0.019989
  -5   -3   -4  0.020634
  -5   -3   -5  0.021432
  -5   -3   -6  0.022365
  -5   -3   -7  0.023419
  -5   -3   -8  0.024577
  -5   -4   14  0.033992
  -5   -4   13  0.032452
  -5   -4   12  0.030955
  -5   -4   11  0.029506
  -5   -4   10  0.028112
  -5   -4    9  0.026783
  -5   -4    8  0.025529
  -5   -4    7  0.024361
  -5   -4    6  0.023292
  -5   -4    5  0.022337
  -5   -4    4  0.021510
  -5   -4    3  0.020827
  -5   -4    2  0.020302
  -5   -4    1  0.019949
  -5   -4    0  0.019775
  -5   -4   -1  0.019787
  -5   -4   -2  0.019983
  -5   -4   -3  0.020358
  -5   -4   -4  0.020902
  -5   -4   -5  0.021604
  -5   -4   -6  0.022447
  -5   -4   -7  0.023418
  -5   -4   -8  0.024499
  -5   -5   14  0.035165
  -5   -5   13  0.033624
  -5   -5   12  0.032123
  -5   -5   11  0.030668
  -5   -5   10  0.029266
  -5   -5    9  0.027925
  -5   -5    8  0.026655
  -5   -5    7  0.025465
  -5   -5    6  0.024368
  -5   -5    5  0.023377
  -5   -5    4  0.022505
  -5   -5    3  0.021767
  -5   -5    2  0.021178
  -5   -5    1  0.020749
  -5   -5    0  0.020492
  -5   -5   -1  0.020411
  -5   -5   -2  0.020510
  -5   -5   -3  0.020786
  -5   -5   -4  0.021232
  -5   -5   -5  0.021838
  -5   -5   -6  0.022590
  -5   -5   -7  0.023475
  -5   -5   -8  0.024478
  -5   -5   -9  0.025585
  -5   -6   13  0.034796
  -5   -6   12  0.033292
  -5   -6   11  0.031831
  -5   -6   10  0.030422
  -5   -6    9  0.029070
  -5   -6    8  0.027784
  -5   -6    7  0.026575
  -5   -6    6  0.025452
  -5   -6    5  0.024429
  -5   -6    4  0.023516
  -5   -6    3  0.022730
  -5   -6    2  0.022081
  -5   -6    1  0.021584
  -5   -6    0  0.021249
  -5   -6   -1  0.021083
  -5   -6   -2  0.021090
  -5   -6   -3  0.021271
  -5   -6   -4  0.021621
  -5   -6   -5  0.022132
  -5   -6   -6  0.022792
  -5   -6   -7  0.023590
  -5   -6   -8  0.024513
  -5   -6   -9  0.025545
  -5   -6  -10  0.026676
  -5   -7   12  0.034460
  -5   -7   11  0.032995
  -5   -7   10  0.031578
  -5   -7    9  0.030217
  -5   -7    8  0.028918
  -5   -7    7  0.027690
  -5   -7    6  0.026544
  -5   -7    5  0.025491
  -5   -7    4  0.024542
  -5   -7    3  0.023711
  -5   -7    2  0.023009
  -5   -7    1  0.022449
  -5   -7    0  0.022043
  -5   -7   -1  0.021797
  -5   -7   -2  0.021718
  -5   -7   -3  0.021809
  -5   -7   -4  0.022065
  -5   -7   -5  0.022483
  -5   -7   -6  0.023052
  -5   -7   -7  0.023763
  -5   -7   -8  0.024603
  -5   -7   -9  0.025559
  -5   -7  -10  0.026619
  -5   -7  -11  0.027770
  -5   -8   11  0.034160
  -5   -8   10  0.032736
  -5   -8    9  0.031365
  -5   -8    8  0.030054
  -5   -8    7  0.028810
  -5   -8    6  0.027643
  -5   -8    5  0.026563
  -5   -8    4  0.025581
  -5   -8    3  0.024709
  -5   -8    2  0.023958
  -5   -8    1  0.023341
  -5   -8    0  0.022869
  -5   -8   -1  0.022550
  -5   -8   -2  0.022390
  -5   -8   -3  0.022394
  -5   -8   -4  0.022562
  -5   -8   -5  0.022889
  -5   -8   -6  0.023369
  -5   -8   -7  0.023992
  -5   -8   -8  0.024749
  -5   -8   -9  0.025627
  -5   -8  -10  0.026614
  -5   -9   10  0.033895
  -5   -9    9  0.032515
  -5   -9    8  0.031192
  -5   -9    7  0.029934
  -5   -9    6  0.028747
  -5   -9    5  0.027643
  -5   -9    4  0.026631
  -5   -9    3  0.025721
  -5   -9    2  0.024927
  -5   -9    1  0.024257
  -5   -9    0  0.023724
  -5   -9   -1  0.023337
  -5   -9   -2  0.023102
  -5   -9   -3  0.023025
  -5   -9   -4  0.023107
  -5   -9   -5  0.023347
  -5   -9   -6  0.023739
  -5   -9   -7  0.024276
  -5   -9   -8  0.024949
  -5   -9   -9  0.025748
  -5  -10    8  0.032334
  -5  -10    7  0.031061
  -5  -10    6  0.029857
  -5  -10    5  0.028730
  -5  -10    4  0.027690
  -5  -10    3  0.026747
  -5  -10    2  0.025912
  -5  -10    1  0.025195
  -5  -10    0  0.024606
  -5  -10   -1  0.024155
  -5  -10   -2  0.023850
  -5  -10   -3  0.023697
  -5  -10   -4  0.023698
  -5  -10   -5  0.023853
  -5  -10   -6  0.024160
  -5  -10   -7  0.024612
  -5  -11    6  0.030971
  -5  -11    5  0.029824
  -5  -11    4  0.028758
  -5  -11    3  0.027784
  -5  -11    2  0.026912
  -5  -11    1  0.026151
  -5  -11    0  0.025511
  -5  -11   -1  0.025002
  -5  -11   -2  0.024632
  -5  -11   -3  0.024407
  -5  -11   -4  0.024331
  -5  -11   -5  0.024406
  -6   11    2  0.017029
  -6   10    6  0.014141
  -6   10    5  0.014528
  -6   10    4  0.015149
  -6   10    3  0.015977
  -6   10    2  0.016982
  -6   10    1  0.018133
  -6    9    8  0.014945
  -6    9    7  0.014698
  -6    9    6  0.014699
  -6    9    5  0.014947
  -6    9    4  0.015431
  -6    9    3  0.016129
  -6    9    2  0.017015
  -6    9    1  0.018061
  -6    9    0  0.019242
  -6    8   10  0.017140
  -6    8    9  0.016372
  -6    8    8  0.015800
  -6    8    7  0.015447
  -6    8    6  0.015326
  -6    8    5  0.015443
  -6    8    4  0.015794
  -6    8    3  0.016363
  -6    8    2  0.017128
  -6    8    1  0.018065
  -6    8    0  0.019148
  -6    7   11  0.019160
  -6    7   10  0.018174
  -6    7    9  0.017345
  -6    7    8  0.016694
  -6    7    7  0.016245
  -6    7    6  0.016014
  -6    7    5  0.016010
  -6    7    4  0.016234
  -6    7    3  0.016676
  -6    7    2  0.017320
  -6    7    1  0.018144
  -6    7    0  0.019125
  -6    7   -1  0.020241
  -6    6   12  0.021401
  -6    6   11  0.020251
  -6    6   10  0.019224
  -6    6    9  0.018340
  -6    6    8  0.017621
  -6    6    7  0.017087
  -6    6    6  0.016756
  -6    6    5  0.016640
  -6    6    4  0.016744
  -6    6    3  0.017064
  -6    6    2  0.017588
  -6    6    1  0.018298
  -6    6    0  0.019174
  -6    6   -1  0.020194
  -6    6   -2  0.021338
  -6    5   13  0.023800
  -6    5   12  0.022527
  -6    5   11  0.021351
  -6    5   10  0.020288
  -6    5    9  0.019356
  -6    5    8  0.018575
  -6    5    7  0.017965
  -6    5    6  0.017544
  -6    5    5  0.017326
  -6    5    4  0.017319
  -6    5    3  0.017522
  -6    5    2  0.017928
  -6    5    1  0.018525
  -6    5    0  0.019294
  -6    5   -1  0.020216
  -6    5   -2  0.021271
  -6    5   -3  0.022441
  -6    4   13  0.024948
  -6    4   12  0.023659
  -6    4   11  0.022458
  -6    4   10  0.021362
  -6    4    9  0.020388
  -6    4    8  0.019552
  -6    4    7  0.018875
  -6    4    6  0.018374
  -6    4    5  0.018063
  -6    4    4  0.017951
  -6    4    3  0.018044
  -6    4    2  0.018337
  -6    4    1  0.018822
  -6    4    0  0.019484
  -6    4   -1  0.020306
  -6    4   -2  0.021269
  -6    4   -3  0.022355
  -6    3   14  0.027476
  -6    3   13  0.026099
  -6    3   12  0.024793
  -6    3   11  0.023571
  -6    3   10  0.022447
  -6    3    9  0.021434
  -6    3    8  0.020551
  -6    3    7  0.019813
  -6    3    6  0.019239
  -6    3    5  0.018843
  -6    3    4  0.018636
  -6    3    3  0.018626
  -6    3    2  0.018811
  -6    3    1  0.019187
  -6    3    0  0.019742
  -6    3   -1  0.020462
  -6    3   -2  0.021331
  -6    3   -3  0.022330
  -6    3   -4  0.023444
  -6    2   14  0.028638
  -6    2   13  0.027251
  -6    2   12  0.025932
  -6    2   11  0.024690
  -6    2   10  0.023539
  -6    2    9  0.022493
  -6    2    8  0.021566
  -6    2    7  0.020775
  -6    2    6  0.020136
  -6    2    5  0.019663
  -6    2    4  0.019368
  -6    2    3  0.019261
  -6    2    2  0.019344
  -6    2    1  0.019615
  -6    2    0  0.020065
  -6    2   -1  0.020684
  -6    2   -2  0.021457
  -6    2   -3  0.022367
  -6    2   -4  0.023399
  -6    2   -5  0.024538
  -6    1   14  0.029801
  -6    1   13  0.028405
  -6    1   12  0.027073
  -6    1   11  0.025814
  -6    1   10  0.024639
  -6    1    9  0.023563
  -6    1    8  0.022597
  -6    1    7  0.021757
  -6    1    6  0.021059
  -6    1    5  0.020516
  -6    1    4  0.020142
  -6    1    3  0.019946
  -6    1    2  0.019932
  -6    1    1  0.020102
  -6    1    0  0.020451
  -6    1   -1  0.020969
  -6    1   -2  0.021646
  -6    1   -3  0.022465
  -6    1   -4  0.023414
  -6    1   -5  0.024475
  -6    1   -6  0.025636
  -6    0   14  0.030964
  -6    0   13  0.029560
  -6    0   12  0.028216
  -6    0   11  0.026941
  -6    0   10  0.025746
  -6    0    9  0.024642
  -6    0    8  0.023641
  -6    0    7  0.022758
  -6    0    6  0.022006
  -6    0    5  0.021401
  -6    0    4  0.020953
  -6    0    3  0.020674
  -6    0    2  0.020570
  -6    0    1  0.020644
  -6    0    0  0.020895
  -6    0   -1  0.021315
  -6    0   -2  0.021896
  -6    0   -3  0.022624
  -6    0   -4  0.023487
  -6    0   -5  0.024469
  -6    0   -6  0.025557
  -6   -1   14  0.032128
  -6   -1   13  0.030717
  -6   -1   12  0.029362
  -6   -1   11  0.028073
  -6   -1   10  0.026858
  -6   -1    9  0.025729
  -6   -1    8  0.024696
  -6   -1    7  0.023774
  -6   -1    6  0.022975
  -6   -1    5  0.022311
  -6   -1    4  0.021797
  -6   -1    3  0.021442
  -6   -1    2  0.021254
  -6   -1    1  0.021238
  -6   -1    0  0.021394
  -6   -1   -1  0.021719
  -6   -1   -2  0.022205
  -6   -1   -3  0.022842
  -6   -1   -4  0.023618
  -6   -1   -5  0.024519
  -6   -1   -6  0.025532
  -6   -1   -7  0.026644
  -6   -2   14  0.033293
  -6   -2   13  0.031875
  -6   -2   12  0.030510
  -6   -2   11  0.029207
  -6   -2   10  0.027975
  -6   -2    9  0.026823
  -6   -2    8  0.025762
  -6   -2    7  0.024804
  -6   -2    6  0.023961
  -6   -2    5  0.023246
  -6   -2    4  0.022670
  -6   -2    3  0.022245
  -6   -2    2  0.021979
  -6   -2    1  0.021878
  -6   -2    0  0.021945
  -6   -2   -1  0.022178
  -6   -2   -2  0.022572
  -6   -2   -3  0.023118
  -6   -2   -4  0.023806
  -6   -2   -5  0.024624
  -6   -2   -6  0.025560
  -6   -2   -7  0.026602
  -6   -2   -8  0.027736
  -6   -3   14  0.034459
  -6   -3   13  0.033033
  -6   -3   12  0.031660
  -6   -3   11  0.030345
  -6   -3   10  0.029097
  -6   -3    9  0.027924
  -6   -3    8  0.026837
  -6   -3    7  0.025846
  -6   -3    6  0.024964
  -6   -3    5  0.024201
  -6   -3    4  0.023569
  -6   -3    3  0.023080
  -6   -3    2  0.022742
  -6   -3    1  0.022562
  -6   -3    0  0.022544
  -6   -3   -1  0.022688
  -6   -3   -2  0.022992
  -6   -3   -3  0.023449
  -6   -3   -4  0.024050
  -6   -3   -5  0.024785
  -6   -3   -6  0.025643
  -6   -3   -7  0.026610
  -6   -3   -8  0.027677
  -6   -3   -9  0.028832
  -6   -4   13  0.034193
  -6   -4   12  0.032811
  -6   -4   11  0.031485
  -6   -4   10  0.030222
  -6   -4    9  0.029030
  -6   -4    8  0.027920
  -6   -4    7  0.026899
  -6   -4    6  0.025981
  -6   -4    5  0.025174
  -6   -4    4  0.024492
  -6   -4    3  0.023943
  -6   -4    2  0.023538
  -6   -4    1  0.023284
  -6   -4    0  0.023186
  -6   -4   -1  0.023247
  -6   -4   -2  0.023464
  -6   -4   -3  0.023833
  -6   -4   -4  0.024348
  -6   -4   -5  0.025000
  -6   -4   -6  0.025778
  -6   -4   -7  0.026671
  -6   -4   -8  0.027668
  -6   -4   -9  0.028758
  -6   -4  -10  0.029931
  -6   -5   13  0.035354
  -6   -5   12  0.033964
  -6   -5   11  0.032627
  -6   -5   10  0.031351
  -6   -5    9  0.030142
  -6   -5    8  0.029009
  -6   -5    7  0.027962
  -6   -5    6  0.027010
  -6   -5    5  0.026164
  -6   -5    4  0.025435
  -6   -5    3  0.024832
  -6   -5    2  0.024365
  -6   -5    1  0.024042
  -6   -5    0  0.023869
  -6   -5   -1  0.023850
  -6   -5   -2  0.023983
  -6   -5   -3  0.024268
  -6   -5   -4  0.024699
  -6   -5   -5  0.025268
  -6   -5   -6  0.025966
  -6   -5   -7  0.026783
  -6   -5   -8  0.027708
  -6   -5   -9  0.028732
  -6   -5  -10  0.029843
  -6   -6   12  0.035118
  -6   -6   11  0.033772
  -6   -6   10  0.032483
  -6   -6    9  0.031258
  -6   -6    8  0.030105
  -6   -6    7  0.029033
  -6   -6    6  0.028051
  -6   -6    5  0.027169
  -6   -6    4  0.026396
  -6   -6    3  0.025743
  -6   -6    2  0.025219
  -6   -6    1  0.024833
  -6   -6    0  0.024589
  -6   -6   -1  0.024494
  -6   -6   -2  0.024548
  -6   -6   -3  0.024751
  -6   -6   -4  0.025099
  -6   -6   -5  0.025586
